psraid,sample,int_date,lang,version,form,llitext1,q1,eminuse,intmob,intfreq,device1a,smart1,snsint2,acct1a,acct1b,acct1c,acct1d,acct2,acct3a,acct3b,acct3c,acct3d,acct3e,acct3f,acct3g,secur1,secur2a,secur2b,secur2c,secur2d,secur2e,secur2f,secur2g,habits1a,habits1b,habits1c,habits1d,habits1e,habits1f,habits2,habits3,habits4a,habits4b,habits4c,habits5,habits6,habits7,habits8,habits9,habits10,habits11,habits12,wifi1,wifi2a,wifi2b,wifi2c,wifi2d,policy1,policy2a,policy2b,policy3,policy4,policy5,policy6a,policy6b,policy6c,policy6d,policy6e,sex,age,educ2,hisp,race3m1,race3m2,race3m3,race3m4,birth_hisp,marital,par,emplnw3,party,partyln,ideo,inc,hh1,hh3,ql1a,qc1,habits1fos,habits9os,raceos,usr,cregion,state,density,race3m1orig,race3m2orig,race3m3orig,race3m4orig,origraceos,i_usernw2,SmartPhone,racecmb,racethn,racethn2,racethn3,hhcell,genage2016,child,partysum,partyideo,habits1cnt,iphoneuse,hphoneuse,recage,receduc,adults,ll,cp,weight,standwt
201265,2,42616,1,1,1, ,1,1,1,2, ,1,1,1,1,1,2,1,2,2,1,3,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2, ,1,2,2,1,1,2,1,1,2,1,1,1,1,3,1,1,1,3,2,1,65,6,2,1, , , , ,1,2,3,3,1,3,7,2,2, ,1, , , ,R,4,53,1,1, , , , ,1,1,1,1,1,1,1,4,0,1,3,4,2,2,6,3,2,1,1,1.05882352941176,.369730744375431
201267,2,42616,1,1,2, ,2,1,1,1, ,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,4,1,2,2,1,2,2,1,1,2,3,3,1,1,1,3,3,1,3,2,1,22,6,2,1, , , , ,6,2,2,2, ,4,8,4,4, ,1, , , ,U,2,29,3,1, , , , ,1,1,1,1,1,1,1,1,0,2,5,3,2,2,1,3,3,1,1,1.94117647058824,.677839698021624
201269,2,41016,1,1,1, ,2,1,1,2, ,1,1,1,2,2,2,1,2,2,2,3,4,3,3,3,1,1,1,2,2,2,2,1,2,2,2,2,2, ,1,2,2,1,1,2,2,2, ,3,1,2,1,2,2,1,2,1,2,3,1,2,2,3,3,1,3,3,1,25,6,2,1, , , , ,6,2,1,1, ,3,7,1, , ,2, , , ,R,2,19,1,1, , , , ,1,1,1,1,1,1,1,1,0,1,2,1,3,3,2,3,1,0,1,1.64705882352941,.575136713472894
201273,2,41016,1,1,2, ,2,1,1,1, ,1,1,1,2,1,1,1,2,1,1,2,8,1,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,4,1,1,2,1,2,1,1,1,4,3,2,2,1,2,2,1,1,1,3,3,2,2,2,2,3,2,3,2,2,28,6,2,1, , , , ,6,2,1,2, ,4,3,1, , ,2, , , ,U,2,20,2,1, , , , ,1,1,1,1,1,1,1,1,0,2,5,3,3,3,2,3,1,0,1,2.64705882352941,.924326860938579
201280,2,41016,1,1,1, ,1,1,1,2, ,1,1,1,2,2,2,1,2,2,4,4,4,4,4,2,1,1,1,1,2,1,2,1,2,2,2,2,2, ,2,2,2,2,2,2,2,1,5,4,2,1,2, , , , ,3,2,2,1,1,2,2,3,1,3,2,2,26,6,1,1, , , ,1,1,1,3,3,2,3,5,4,2, ,2, ,PHOTOSHOT, ,R,3,47,1,4, , , ,PUERTO RICAN AND WHITE,1,1,1,3,3,3,1,1,2,2,3,1,3,3,2,3,2,0,1,2.05882352941176,.718920891841117
201282,2,42216,1,1,1, ,1,1,1,2, ,1,1,1,1,1,1,2,2,1,2,3,3,1,2,3,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,3,3,3,3,2,3,3,1,3,2,2,28,8,2,1, , , , ,2,2,1,9,1,3,8,2,2, ,2, , , ,S,2,27,5,1, , , , ,1,1,1,1,1,1,1,1,0,1,9,2,3,3,2,3,2,0,1,3.47058823529412,1.21189521767503
201283,2,42216,2,1,2, ,2,2,2, , ,8, , , , , , ,2,1, , ,1,4,2,2,2,2,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1,3,4,2,2,2,3,3,3,2,3,2,46,1,1,7, , , ,3,2,1,3,8,8,1,1,8,4, ,2, , , ,R,2,20,1,7, , , , ,0,2,5,3,4,3,1,2,4,9,9, ,3,3,4,1,3,0,1,2.88235294117647,1.00648924857756
201285,2,41016,1,1,1, ,1,1,2,2, ,2,1,1,2,1,2,2,2,1,2,3,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,2,2,1, , , , , ,1,2,1,1,1,1,3,3,2,1,1,3,3,2,8,1,1,32,3,1,1, , , ,1,6,2,1,1, ,1,3,1, , ,2, , , ,R,2,29,1,1, , , , ,1,2,1,3,3,3,1,1,0,1,1,2,3,3,2,1,1,0,1,2.91176470588235,1.01675954703244
201294,2,41116,1,1,1, ,2,2,1,2, ,1,1,2,1,2,2,1,2,5,4,4,4,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2, ,2,1,2,2,2,2,2,2, ,3,2,2,2, , , , ,2,1,1,3,3,2,3,3,1,3,1,2,30,3,2,1, , , , ,1,1,3,1, ,2,5,3,2, ,2, , , ,R,3,51,1,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,2,0,1,4.47058823529412,1.56108536514071
201309,2,42016,1,1,2, ,1,1,1,2, ,1,1,1,1,1,1,1,3,5,3,3,3,3,3,3,2,1,1,2,2,2,2,1,2,2,1,2,2,1,1,2,1,1,1,1,2,1,2,3,2,2,1,1,1,1,1,1,3,1,2,1,2,3,1,1,3,2,1,30,7,2,1, , , , ,1,2,1,2, ,3,9,2,2, ,2, , , ,S,1,25,5,1, , , , ,1,1,1,1,1,1,1,1,0,2,4,2,3,3,2,3,2,0,1,2.61764705882353,.914056562483706
201310,2,41116,1,1,2, ,1,1,1,1, ,1,1,1,2,1,1,2,2,1,1,3,2,1,3,2,2,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,4,3,1,2,1,1,1,1,1,2,1,1,2,2,1,2,1,1,2,2,1,42,8,2,1, , , , ,3,1,1,3,2,3,6,3,1, ,1, , , ,S,1,42,4,1, , , , ,1,1,1,1,1,1,1,2,2,2,3,2,2,2,3,3,1,1,1,1.79411764705882,.626488205747259
201317,2,41116,1,1,1, ,2,1,1,2, ,1,2,1,1,1,1,2,3,1,2, ,2,2,2,3,2,2,1,2, ,2,2,2,1,2,2,2,2, ,1,2,2,1,1,2, ,1,1,2,2,2,1,1,2, ,1,2,3,3,2,1,2,1,3,1,1,1,2,53,4,2,1, , , , ,1,1,1,2, ,3,9,3,2, ,1, , , ,S,1,34,4,1, , , , ,1,1,1,1,1,1,1,3,1,2,4,1,2,2,4,2,2,1,1,4.20588235294118,1.46865267904685
201318,2,42216,1,1,2, ,1,1,1,2, ,1,1,1,1,2,2,1,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2,1,2,2,2,2,2, ,1,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,1,1,1,1,3,2,3,1,1,1,3,1,1,45,7,2,1, , , , ,1,1,1,3,2,3,99,4,2, ,1, , , ,S,3,13,5,1, , , , ,1,1,1,1,1,1,1,2,2,2,3,1,2,2,4,3,2,1,1,1.82352941176471,.636758504202132
201328,2,41116,1,1,1, ,2,1,1,4, ,8,1,2,2,2,2,1,2,2,2,2,2,5,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2, ,2,2,2,1,2,2,2, , , , , ,2, , , , ,1,1,3,3,1,3,3,2,3,3,3,2,39,2,2,1, , , , ,2,2,3,2, ,2,1,3,2, ,1, , , ,R,3,21,1,1, , , , ,1,2,1,1,1,1,1,2,1,2,4,1,2,2,3,1,2,1,1,3.79411764705882,1.32486850067863
201334,2,41116,1,1,2, ,1,1,1,1, ,1,1,1,2,1,1,1,2,1,1,2,3,1,2,3,2,2,1,2,2,2,2,1,2,2,2,2,2, ,2,1,2,1,1,1,1,1,1,2,1,2,2, , , , ,1,3,3,3,2,2,3,1,1,3,1,1,47,8,2,1, , , , ,1,1,1,2, ,4,9,4,2, ,1, , , ,S,1,23,2,1, , , , ,1,1,1,1,1,1,1,2,2,2,5,1,2,2,4,3,2,1,1,1.67647058823529,.585407011927766
201343,2,41116,1,1,2, ,2,2,2, , ,2, , , , , , ,4,4, , ,4,3,4,2,2,2,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,2,2,3,2,1,2,3,1,99,4,2,1, , , , ,6,2,1,1, ,1,99,1, , ,1, , , ,R,2,55,1,1, , , , ,0,2,1,1,1,1,1,9,0,1,1, ,2,2,9,2,1,1,1,1.47058823529412,.513514922743655
201348,2,41316,1,1,2, ,2,1,2,5, ,8,2,2,2,2,2,1,1,2,3, ,8,2,2,2,2,2,2,2, ,2,2,1,2,2,2,2,2, ,2,2,2,2,2,2, , , , , , ,2, , , , ,1,3,3,1,1,2,3,3,2,2,3,1,72,5,2,1, , , , ,1,2,3,1, ,3,6,3,3, ,1, , , ,U,3,48,5,1, , , , ,1,2,1,1,1,1,1,5,0,1,2,1,2,2,6,2,3,1,1,3.58823529411765,1.25297641149452
201349,2,41116,1,1,1, ,1,1,1,1, ,1,1,1,1,1,1,2,2,2,1,2,3,2,3,3,2,1,1,2,2,2,2,1,1,2,1,1,2,5,1,1,2,1,1,1,1,1,2,1,2,2,1,2,2,1,1,1,3,3,2,2,2,1,2,1,3,1,1,35,8,2,1, , , , ,1,2,2,3,1,3,6,2,2, ,2, , , ,U,1,42,4,1, , , , ,1,1,1,1,1,1,1,1,0,1,3,4,3,3,3,3,2,0,1,2.79411764705882,.975678353212944
201350,2,41116,1,1,1, ,2,1,1,3, ,1,1,2,2,2,2,2,2,4,4,3,3,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2, ,3,3,2,2, , , , ,1,2,8,4,8,3,3,2,3,3,3,2,58,2,2,1, , , , ,3,2,1,3,8,8,2,1, , ,2, , , ,R,2,20,1,1, , , , ,1,1,1,1,1,1,1,3,0,9,3,0,3,3,5,1,1,0,1,2.88235294117647,1.00648924857756
201353,2,41116,1,1,1, ,3,1,1,2, ,1,1,1,2,2,2,1,2,1,2,8,2,2,2,2,2,2,1,2,1,2,2,1,1,2,1,2,2,1,1,2,2,1,1,2,2,1,4,2,2,2,1,1,2,1,1,2,2,3,2,2,2,1,3,2,3,3,1,18,1,2,1, , , , ,6,2,2,2, ,3,98,4,4, ,1, , , ,U,3,48,3,1, , , , ,1,1,1,1,1,1,1,1,0,2,4,3,2,2,1,1,3,1,1,3.97058823529412,1.38649029140787
201355,2,41316,1,1,1, ,2,1,1,1, ,1,1,1,1,1,2,1,4,4,3,3,1,2,3,2,2,1,1,2,2,2,2,2,1,1,2,1,2,8,1,2,2,2,2,2,2,1,1,2,1,2,1,2,2,1,1,2,1,1,2,2,3,1,1,1,2,1,1,55,6,2,1, , , , ,1,2,1,2, ,3,8,2,2, ,1, , , ,R,2,20,1,1, , , , ,1,1,1,1,1,1,1,3,0,2,4,3,2,2,5,3,2,1,1,1,.349190147465685
201357,2,41116,1,1,1, ,2,1,1,2, ,1,1,1,2,1,1,2,2,1,2,2,3,1,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,1,3,1,1,1,2,1,1,1,1,2,1,2,2,3,2,3,3,3,2,2,23,6,2,1, , , , ,6,2,1,2, ,4,3,4,4, ,2, , , ,U,4,8,5,1, , , , ,1,1,1,1,1,1,1,1,0,2,5,2,3,3,1,3,3,0,1,3,1.04757044239706
201362,2,41116,1,1,1, ,1,1,1,1, ,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2, ,2,1,2,1,2,2,2,1,4,3,1,2,1,2,1,1,1,1,3,3,1,1,2,1,3,1,2,2,2,44,6,2,1, , , , ,1,1,1,2, ,4,9,4,2, ,2, , , ,U,3,48,3,1, , , , ,1,1,1,1,1,1,1,2,2,2,5,1,3,3,3,3,2,0,1,2.61764705882353,.914056562483706
201365,2,41116,1,1,1, ,1,1,2,5, ,2,2,2,2,2,2,1,2,2,3, ,2,2,2,1,2,2,2,2, ,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1, , , , , , ,2, , , , ,2,3,2,4,2,2,3,3,2,3,3,1,31,3,2,1, , , , ,2,2,1,2, ,3,3,4,2, ,2, , , ,S,2,39,2,1, , , , ,1,2,1,1,1,1,1,1,2,2,4,2,3,3,2,1,2,0,1,3.88235294117647,1.35567939604325
201374,2,41116,1,1,2, ,2,2,2, , ,2, , , , , , ,2,2, , ,2,2,2,3,2,1,2, , ,1,2, , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,1,3,1,2,71,2,2,1, , , , ,1,2,3,2, ,3,3,2,2, ,1, , , ,U,2,18,5,1, , , , ,0,2,1,1,1,1,1,5,0,2,4, ,2,2,6,1,2,1,1,3.55882352941176,1.24270611303964
201378,2,41116,1,1,1, ,2,1,1,4, ,1,1,1,1,1,1,1,2,2,2,4,2,2,2,1,2,1,2,2,2,2,2,1,1,2,1,2,2,1,2,1,1,2,1,1,1,1,2,3,1,2,1,2,2,1,1,1,3,2,8,9,2,2,3,3,3,2,2,32,6,2,3, , , , ,1,1,3,2, ,3,8,3,2, ,2, , , ,U,2,39,5,3, , , , ,1,1,3,4,5,4,1,1,1,2,4,3,3,3,2,3,2,0,1,3.35294117647059,1.17081402385553
201379,2,42816,2,1,1, ,2,1,1,3, ,1,1,1,2,2,2,1,1,1,4,4,1,3,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2, ,2,2,2,2,2,2,2,1,4,3,2,1,2, , , , ,2,2,4,2,2,3,3,3,3,3,3,2,52,6,1,2, , , ,3,4,2,1,2, ,4,1,2,2, ,2, , , ,U,1,42,4,2, , , , ,1,1,2,3,4,3,1,3,0,2,5,1,3,3,4,3,2,0,1,2.08823529411765,.72919119029599
201391,2,41316,1,1,1, ,1,1,1,1, ,1,1,1,1,1,1,2,2,1,2,2,4,3,4,2,1,1,1,1,1,1,2,1,2,1,2,1,2,3,2,2,2,2,1,1,1,1,4,1,1,2,1,1,1,1,1,1,2,2,4,3,4,3,3,1,3,1,1,27,6,2,1, , , , ,2,2,1,2, ,5,7,2,2, ,2, , , ,U,3,13,4,1, , , , ,1,1,1,1,1,1,1,1,0,2,5,3,3,3,2,3,2,0,1,1.94117647058824,.677839698021624
201394,2,41316,1,1,2, ,2,1,1,2, ,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,2,1,2,1,2,2,2,2, ,2,1,2,2,1,1,1,2, ,3,2,1,1,2,2,1,2,2,1,2,2,1,1,2,3,1,3,3,2,74,4,2,1, , , , ,5,2,8,1, ,1,3,2,2, ,1, , , ,R,2,39,2,1, , , , ,1,1,1,1,1,1,1,5,0,1,1,1,2,2,6,2,2,1,1,1.76470588235294,.616217907292386
201398,2,41316,1,1,2, ,2,1,1,2, ,1,2,1,1,2,2,1,2,4,2, ,2,1,2,2,1,2,2,2, ,2,2,2,1,2,2,2,2, ,2,2,2,2,2,1, ,1,2,4,3,1,1,2,2, ,2,2,2,2,2,2,3,1,1,1,3,2,1,55,6,2,1, , , , ,1,2,1,3,1,3,8,2,2, ,2, , , ,U,3,21,4,1, , , , ,1,1,1,1,1,1,1,3,0,1,3,1,3,3,5,3,2,0,1,1.29411764705882,.451893132014416
201399,2,41316,1,1,2, ,2,1,1,1, ,1,1,1,2,2,1,1,2,2,4,4,4,2,3,2,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,1,2,2,2,1,1,2, ,1,1,1,1,2,2,1,1,2,2,2,2,2,3,3,1,1,3,3,1,50,6,2,1, , , , ,6,2,1,2, ,3,6,1, , ,1, , , ,U,3,12,4,1, , , , ,1,1,1,1,1,1,1,2,0,2,4,2,2,2,4,3,1,1,1,1.20588235294118,.421082236649797
201401,2,41316,1,1,1, ,2,1,1,2, ,1,1,1,2,1,1,1,2,3,1,4,2,1,8,3,2,2,1,1,2,1,2,2,2,2,1,1,2,4,2,2,2,1,1,1,1,1,9,3,2,1,1,2,2,1,2,2,1,1,3,3,4,2,3,2,2,3,1,40,6,2,1, , , , ,1,1,1,3,1,3,7,4,2, ,2, , , ,R,2,31,1,1, , , , ,1,1,1,1,1,1,1,2,2,1,3,2,3,3,3,3,2,0,1,1.94117647058824,.677839698021624
201403,2,41316,1,1,2, ,2,2,2, , ,2, , , , , , ,1,2, , ,3,1,1,2,2,2,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,3,2,1,2,8,2,3,1,2,3,2,77,3,2,1, , , , ,1,2,2,2, ,5,3,2,2, ,1, , , ,U,2,29,2,1, , , , ,0,2,1,1,1,1,1,5,0,2,5, ,2,2,6,1,2,1,1,2.70588235294118,.944867457848325
201404,2,41316,1,1,2, ,2,1,1,2, ,1,1,1,2,1,2,1,3,3,4,4,3,5,3,3,2,2,2,2,1,2,2,1,2,2,2,2,2, ,2,2,2,2,1,2,2,2, ,1,1,2,1,2,2,1,1,2,2,2,4,3,3,3,3,2,3,1,2,23,5,2,1, , , , ,2,2,3,1, ,2,6,2,2, ,2, , , ,S,3,28,1,1, , , , ,1,1,1,1,1,1,1,1,0,1,1,1,3,3,1,2,2,0,1,3.94117647058824,1.376219992953
201406,2,41316,1,1,1, ,2,1,1,1, ,1,9,2,1,2,2,1,4,4,4, ,4,4,4,2,2,2,1,2, ,1,2,1,2,2,2,2,2, ,2,1,1,2,1,1, ,1,3,8,2,1,1,1,2, ,2,8,1,1,4,3,2,1,3,1,3,2,2,59,4,2,2, , , , ,3,2,1,2, ,3,4,3,3, ,1, , , ,U,2,17,3,2, , , , ,1,1,2,2,2,2,1,3,0,2,4,1,2,2,5,2,3,1,1,2.35294117647059,.821623876389848
201412,2,42016,1,1,1, ,1,1,1,2, ,1,1,1,1,1,1,1,2,1,3,3,4,2,3,2,2,1,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,2,3,3,2,2,1,1,2,3,2,69,8,2,1, , , , ,1,2,2,3,1,3,8,3,3, ,2, , , ,S,3,12,4,1, , , , ,1,1,1,1,1,1,1,4,0,1,3,2,3,3,6,3,3,0,1,1.32352941176471,.462163430469289
201414,2,42016,1,1,1, ,1,1,1,2, ,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,1,2,1,1,3,1,2,1,2,2,1,1,1,2,2,2,2,2,3,1,1,1,3,1,55,6,2,1, , , , ,1,1,1,3,9,4,9,4,3, ,1, , , ,R,3,24,2,1, , , , ,1,1,1,1,1,1,1,3,1,9,3,2,2,2,5,3,3,1,1,1.11764705882353,.390271341285178
201416,2,42016,1,1,1, ,1,1,1,2, ,1,1,1,1,1,1,2,2,1,1,2,2,1,2,3,2,2,1,2,2,2,2,1,2,2,2,2,2, ,2,1,2,2,2,1,2,1,1,2,1,2,1,1,1,1,1,8,2,2,3,2,2,1,3,1,2,3,2,56,4,2,1, , , , ,1,2,3,2, ,4,9,2,2, ,2, , , ,S,4,53,3,1, , , , ,1,1,1,1,1,1,1,3,0,2,5,1,3,3,5,2,2,0,1,2,.698380294931371
201417,2,42016,1,1,2, ,1,1,1,2, ,1,1,1,1,2,1,1,3,2,3,3,3,2,3,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2, ,3,3,2,2, , , , ,1,3,2,2,2,2,3,3,1,3,3,2,65,6,2,1, , , , ,1,2,3,2, ,3,6,2,2, ,1, , , ,S,3,21,4,1, , , , ,1,1,1,1,1,1,1,4,0,2,4,2,2,2,6,3,2,1,1,1.17647058823529,.410811938194924
201419,2,42016,1,1,2, ,2,1,1,2, ,1,1,1,2,1,2,2,2,8,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2, ,3,2,1,2, , , , ,1,2,3,4,4,4,3,3,3,3,3,1,75,6,2,1, , , , ,1,2,3,1, ,3,8,2,2, ,2, , , ,R,3,12,2,1, , , , ,1,1,1,1,1,1,1,5,0,1,2,3,3,3,6,3,2,0,1,1.29411764705882,.451893132014416
201424,2,42016,1,1,2, ,1,1,1,2, ,1,2,1,1,2,1,1,4,3,4, ,4,2,4,1,2,2,2,2, ,2,2,2,2,2,1,1,2,5,2,2,2,2,1,2, ,1,1,1,2,2,1,2,2, ,1,1,1,2,4,2,3,3,3,2,3,2,1,25,3,1,1, , , ,1,3,1,1,3,1,3,2,5,2, ,2, , , ,R,2,39,1,1, , , , ,1,1,1,3,3,3,1,1,3,1,3,2,3,3,2,1,2,0,1,2.91176470588235,1.01675954703244
201429,2,42016,1,1,2, ,1,1,1,4, ,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2, ,2,2,1,2,2,2,2,2, ,2,2,2,2, , , , ,2,1,2,2,2,2,2,2,1,3,3,1,57,4,2,1, , , , ,3,2,1,2, ,2,4,4,3, ,2, , , ,S,2,39,4,1, , , , ,1,1,1,1,1,1,1,3,1,2,4,1,3,3,5,2,3,0,1,2.91176470588235,1.01675954703244
201437,2,42016,1,1,1, ,1,1,1,2, ,1,1,1,1,1,1,1,4,4,4,3,4,1,1,3,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,32,3,2,1, , , , ,1,1,1,1, ,1,7,4,2, ,2, , , ,S,3,13,2,1, , , , ,1,1,1,1,1,1,1,1,2,1,1,2,3,3,2,1,2,0,1,4.82352941176471,1.68432894659919
201438,2,42016,1,1,2, ,1,1,1,2, ,1,1,1,2,1,2,1,4,1,4,4,4,4,4,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,1,1,2,1,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,3,3,1,3,2,2,72,8,2,1, , , , ,1,2,3,1, ,3,8,2,2, ,1, , , ,U,1,23,2,1, , , , ,1,1,1,1,1,1,1,5,0,1,2,2,2,2,6,3,2,1,1,1.20588235294118,.421082236649797
201440,2,42016,1,1,1, ,2,1,1,4, ,2,2,2,2,2,2,1,1,2,2, ,4,2,3,2,2,2,2,2, ,2,2,1,1,2,2,2,2,1,2,8,2,2,1,2, , , , , , ,2, , , , ,2,4,4,1,1,2,3,3,2,3,3,1,64,3,2,1, , , , ,2,2,1,3,2,8,3,2,2, ,2, , , ,R,2,39,1,1, , , , ,1,2,1,1,1,1,1,4,0,2,3,2,3,3,5,1,2,0,1,3.08823529411765,1.07838133776168
201441,2,42016,1,1,2, ,2,1,1,1, ,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,4,1,2,2,2,2,2,2,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,3,3,3,3,3,1,18,2,1,1, , , ,1,6,2,2,2, ,3,99,5,5, ,2, , , ,S,1,36,5,1, , , , ,1,1,1,3,3,3,1,1,0,2,4,2,3,3,1,1,3,0,1,4.35294117647059,1.52000417132122
201445,2,42916,1,1,2, ,1,1,1,1, ,1,1,1,2,2,1,2,4,2,2,1,4,2,4,1,2,2,1,2,2,2,2,1,2,2,2,2,2, ,2,1,2,1,1,1,8,2, ,4,3,1,1,1,1,1,1,8,2,2,4,2,2,2,3,2,3,2,1,37,8,1,1, , , ,1,1,1,2,1, ,2,98,8,2, ,1, , , ,S,3,45,2,1, , , , ,1,1,1,3,3,3,1,2,6,1,1,1,2,2,3,3,2,1,1,1.70588235294118,.59567731038264
201447,2,42016,1,1,1, ,1,1,1,2, ,1,1,1,1,2,1,2,2,2,2,3,2,2,2,3,2,1,2,1,2,2,2,1,2,2,2,2,2, ,1,1,2,2,1,2,1,1,3,3,2,1,1,2,2,1,1,1,2,2,2,1,1,2,3,1,3,1,1,27,3,2,1, , , , ,6,1,2,4,8,9,4,2,1, ,1, , , ,R,2,26,1,1, , , , ,1,1,1,1,1,1,1,1,1,9,9,1,2,2,2,1,1,1,1,2.32352941176471,.811353577934975
201449,2,42016,1,1,1, ,1,1,1,2, ,1,2,2,2,2,2,1,2,2,2, ,3,2,2,2,2,2,2,2, ,2,2,2,1,2,1,1,2,5,1,2,2,2,2,2, ,1,2,4,2,2,2, , , , ,2,3,3,2,2,3,2,2,2,3,3,1,78,8,2,1, , , , ,1,2,1,3,1,2,9,2,2, ,1, , , ,S,3,37,3,1, , , , ,1,1,1,1,1,1,1,5,0,1,3,3,2,2,6,3,2,1,1,1.26470588235294,.441622833559543
201454,2,42016,1,1,2, ,2,1,1,1, ,1,1,2,2,2,2,2,1,4,1,2,3,5,1,3,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,2,1,2,2,2, ,1,3,2,1,2,2,1,1,1,3,3,1,1,2,3,3,3,3,2,1,23,5,2,1, , , , ,6,2,2,3,1,1,2,5,5, ,1, , , ,S,3,12,3,1, , , , ,1,1,1,1,1,1,1,1,0,1,3,2,2,2,1,2,3,1,1,4.20588235294118,1.46865267904685
201460,2,42016,1,1,1, ,1,1,2,2, ,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2, ,4,2,2,2, , , , ,2,2,2,3,3,4,2,2,1,3,1,2,58,8,2,3, , , , ,1,2,2,2, ,3,8,2,2, ,1, , , ,U,1,42,3,3, , , , ,1,1,3,4,5,4,1,3,0,2,4,2,2,2,5,3,2,1,1,1.29411764705882,.451893132014416
201471,2,42916,1,1,2, ,2,2,2, , ,2, , , , , , ,3,4, , ,4,4,4,2,2,2,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,3,2,3,2,3,2,3,1,1,55,6,2,1, , , , ,6,2,1,1, ,2,4,1, , ,2, , , ,R,3,28,1,1, , , , ,0,2,1,1,1,1,1,3,0,1,1, ,3,3,5,3,1,0,1,1.02941176470588,.359460445920558
201478,2,42016,1,1,2, ,2,1,1,1, ,1,1,1,1,1,1,1,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,2,2,2,2,2,2, ,1,1,1,1,2,2,2,2, ,4,3,1,1,2,2,1,1,1,1,1,3,4,2,3,3,3,3,2,2,47,3,2,2, , , , ,1,2,3,3,8,5,7,2,2, ,1, , , ,S,1,42,3,2, , , , ,1,1,2,2,2,2,1,2,0,9,3,0,2,2,4,1,2,1,1,4.76470588235294,1.66378834968944
201480,2,42016,1,1,1, ,2,1,1,2, ,1,1,2,2,2,2,1,2,2,2,2,2,5,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2, ,1,3,2,2, , , , ,2,3,2,3,2,2,3,3,1,3,3,2,22,4,2,1, , , , ,3,1,3,3,2,3,3,4,2, ,2, , , ,U,3,48,4,1, , , , ,1,1,1,1,1,1,1,1,2,2,3,2,3,3,1,2,2,0,1,5.02941176470588,1.7562210357833
