psraid,sample,int_date,lang,version,form,llitext1,q1,eminuse,intmob,intfreq,device1a,smart1,snsint2,acct1a,acct1b,acct1c,acct1d,acct2,acct3a,acct3b,acct3c,acct3d,acct3e,acct3f,acct3g,secur1,secur2a,secur2b,secur2c,secur2d,secur2e,secur2f,secur2g,habits1a,habits1b,habits1c,habits1d,habits1e,habits1f,habits2,habits3,habits4a,habits4b,habits4c,habits5,habits6,habits7,habits8,habits9,habits10,habits11,habits12,wifi1,wifi2a,wifi2b,wifi2c,wifi2d,policy1,policy2a,policy2b,policy3,policy4,policy5,policy6a,policy6b,policy6c,policy6d,policy6e,sex,age,educ2,hisp,race3m1,race3m2,race3m3,race3m4,birth_hisp,marital,par,emplnw3,party,partyln,ideo,inc,hh1,hh3,ql1a,qc1,habits1fos,habits9os,raceos,usr,cregion,state,density,race3m1orig,race3m2orig,race3m3orig,race3m4orig,origraceos,i_usernw2,SmartPhone,racecmb,racethn,racethn2,racethn3,hhcell,genage2016,child,partysum,partyideo,habits1cnt,iphoneuse,hphoneuse,recage,receduc,adults,ll,cp,weight,standwt
200990,2,40816,1,1,1, ,1,1,1,2, ,1,1,1,1,1,1,1,4,4,4,2,4,4,4,2,2,1,1,2,2,2,2,2,1,2,2,2,2, ,2,1,1,2,1,1,2,1,1,3,2,1,1,2,2,2,1,1,1,1,2,2,3,1,2,1,3,3,1,74,8,2,1, , , , ,1,2,3,2, ,4,8,2,2, ,1, , , ,S,3,24,4,1, , , , ,1,1,1,1,1,1,1,5,0,2,5,1,2,2,6,3,2,1,1,1.35294117647059,.472433728924162
200993,2,40816,1,1,1, ,2,2,2, , ,2, , , , , , ,3,4, , ,3,3,3,2,2,1,1, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,2,3,2,2,3,3,3,2,3,3,2,68,3,2,1, , , , ,5,2,3,2, ,3,3,1, , ,2, , , ,U,2,17,3,1, , , , ,0,2,1,1,1,1,1,4,0,2,4, ,3,3,6,1,1,0,1,3.32352941176471,1.16054372540066
200995,2,40816,1,1,1, ,2,1,1,2, ,1,2,1,1,2,1,1,3,2,5, ,4,2,2,2,2,2,2,8, ,2,2,2,1,2,2,2,2, ,2,2,2,2,1,2, ,1,4,3,9,2,2, , , , ,1,2,2,2,8,3,1,3,1,3,3,2,71,6,2,1, , , , ,1,2,3,1, ,2,7,2,2, ,1, , , ,S,3,13,5,1, , , , ,1,1,1,1,1,1,1,5,0,1,1,1,2,2,6,3,2,1,1,1.29411764705882,.451893132014416
201004,2,40916,2,1,2, ,2,1,1,2, ,1,2,2,2,2,2,1,2,3,2, ,1,5,2,2,2,2,2,2, ,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2, ,2, ,1,2,2,2, , , , ,2,2,3,2,2,2,3,3,3,3,3,1,41,1,1,1, , , ,1,3,2,3,4,8,5,2,1, , ,2, , , ,U,2,19,2,1, , , , ,1,1,1,3,3,3,1,2,0,9,9,2,3,3,3,1,1,0,1,3.94117647058824,1.376219992953
201006,2,40816,1,1,1, ,1,1,1,2, ,1,1,9,1,2,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,1,2,2,2,2,1,9,2,1,2,2,2,2,1,9,3,2,2,1,2,2,1,2,2,3,3,2,2,2,2,3,1,2,1,2,99,6,2,1, , , , ,1,9,1,8,8,3,99,99,99, ,1, , , ,S,2,17,4,1, , , , ,1,1,1,1,1,1,1,9,99,9,9,2,2,2,9,3,2,1,1,1.29411764705882,.451893132014416
201010,2,40816,1,1,2, ,2,1,2,4, ,8,1,2,2,2,2,1,3,3,2,2,2,3,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2, ,1,2,2,2,2,1,2, , , , , ,2, , , , ,2,3,3,8,8,8,3,3,2,3,3,2,59,6,2,1, , , , ,1,2,3,3,2,3,2,2,2, ,1, , , ,R,4,8,1,1, , , , ,1,2,1,1,1,1,1,3,0,2,3,1,2,2,5,3,2,1,1,1,.349190147465685
201018,2,40816,1,1,1, ,3,1,1,1, ,1,1,1,1,1,1,1,4,4,4,4,4,4,4,2,2,1,1,1,1,1,2,1,2,2,2,2,2, ,2,2,2,2,2,1,1,1,4,8,2,1,2, , , , ,2,1,1,2,2,4,1,3,1,1,1,2,31,8,2,2, , , , ,1,1,1,2, ,8,7,4,2, ,1, , , ,S,3,12,3,2, , , , ,1,1,2,2,2,2,1,1,2,2,9,1,2,2,2,3,2,1,1,2.67647058823529,.934597159393452
201023,2,40816,1,1,2, ,1,1,1,9, ,1,1,1,1,1,1,1,2,2,3,3,3,2,2,3,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1,1,4,3,1,2,1,2,2,1,1,1,2,2,2,2,3,1,2,1,2,1,1,45,4,2,1, , , , ,1,2,1,3,1,2,8,2,2, ,1, , , ,S,3,13,4,1, , , , ,1,1,1,1,1,1,1,2,0,1,3,2,2,2,4,2,2,1,1,3.29411764705882,1.15027342694579
201025,2,40816,1,1,2, ,2,1,1,8, ,1,1,1,1,2,1,1,4,4,4,4,4,4,4,8,2,2,2,2,2,1,2,1,2,2,2,1,2,1,2,8,1,2,1,1,2,1,8,8,8,1,1,2,2,2,1,1,1,1,2,2,2,1,2,8,3,2,1,32,3,2,1, , , , ,6,2,3,3,1,4,2,1, , ,2, , , ,S,1,34,4,1, , , , ,1,1,1,1,1,1,1,1,0,1,3,2,3,3,2,1,1,0,1,5.14705882352941,1.79730222960279
201027,2,40816,1,1,1, ,3,1,1,2, ,1,1,1,1,1,1,1,4,2,3,4,2,3,2,3,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,1,2,1,2,1,2,1,3,2,1,1,2, , , , ,3,1,1,3,2,2,1,2,1,2,3,1,57,5,2,1,5, , , ,1,1,1,1, ,2,9,4,3, ,2, , , ,S,3,24,4,1,5, , , ,1,1,4,4,5,5,1,3,1,1,1,2,3,3,5,2,3,0,1,3.52941176470588,1.23243581458477
201028,2,40816,1,1,1, ,2,1,1,2, ,1,1,1,1,1,1,1,2,2,2,2,4,1,2,3,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,4,3,1,2,1,2,2,1,2,1,1,3,3,2,2,3,3,1,3,1,1,32,4,2,1, , , , ,3,1,1,1, ,3,5,3,1, ,1, , , ,S,1,42,3,1, , , , ,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,3.26470588235294,1.14000312849091
201030,2,40816,1,1,2, ,2,1,1,2, ,1,1,2,2,2,1,1,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,2,1,1,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,2,3,2,2,1,3,2,3,1,3,3,2,20,3,2,1, , , , ,6,2,2,1, ,2,4,3,3, ,2, , , ,S,3,51,1,1, , , , ,1,1,1,1,1,1,1,1,0,1,1,3,3,3,1,1,3,0,1,4.26470588235294,1.4891932759566
201036,2,42116,2,1,1, ,2,1,1,1, ,1,1,2,2,2,2,1,1,1,3,3,1,5,2,3,2,2,1,2,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,3,1,1,1,1,2,2,1,2,2,3,3,1,1,2,1,3,1,2,2,1,24,6,1,1, , , ,3,6,2,1,2, ,4,6,6,4, ,2, , , ,S,3,48,5,1, , , , ,1,1,1,3,4,3,1,1,2,2,5,2,3,3,1,3,3,0,1,1.61764705882353,.56486641501802
201045,2,40816,1,1,2, ,1,1,1,1, ,1,1,1,1,1,1,2,3,2,1,3,3,3,3,3,2,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,3,1,1,1,3,1,1,36,6,2,1, , , , ,6,2,1,2, ,5,7,1, , ,2, , , ,U,4,8,3,1, , , , ,1,1,1,1,1,1,1,2,0,2,5,3,3,3,3,3,1,0,1,2.08823529411765,.72919119029599
201053,2,40816,1,1,2, ,2,2,2, , ,2, , , , , , ,2,3, , ,4,4,4,2,1,1,2, , ,1,2, , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,2,4,2,2,3,1,3,3,1,45,3,1,7, , , ,1,3,2,1,4,2,3,1,8,8, ,2, , , ,U,4,35,3,7, , , , ,0,2,5,3,3,3,1,2,0,2,9, ,3,3,4,1,3,0,1,4.67647058823529,1.63297745432482
201058,2,40816,1,1,2, ,2,1,1,1, ,1,1,1,1,1,1,2,2,1,1,2,3,2,1,3,1,1,2,2,2,2,2,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,3,1,2,1,3,1,2,28,8,2,1, , , , ,1,2,1,2, ,4,7,2,2, ,2, , , ,U,4,4,3,1, , , , ,1,1,1,1,1,1,1,1,0,2,5,5,3,3,2,3,2,0,1,2.61764705882353,.914056562483706
201061,2,40816,1,1,2, ,1,1,1,1, ,1,1,1,1,1,1,1,2,3,2,2,3,2,3,3,2,1,2,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,3,2,1,1,2,2,1,1,1,2,2,2,3,2,2,1,1,3,1,2,45,6,1,1, , , ,1,3,1,1,2, ,4,7,3,1, ,2, , , ,U,4,6,4,1, , , , ,1,1,1,3,3,3,1,2,2,2,5,2,3,3,4,3,1,0,1,2.94117647058824,1.02702984548731
201065,2,40816,1,1,1, ,1,1,1,2, ,1,1,1,2,1,2,1,3,2,2,4,4,1,2,3,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,1,3,1,2,2, , , , ,1,2,2,3,3,3,3,2,2,3,2,1,38,8,2,1, , , , ,1,1,1,3,1,1,9,7,2, ,2, , , ,S,4,6,2,1, , , , ,1,1,1,1,1,1,1,2,5,1,3,2,3,3,3,3,2,0,1,1.91176470588235,.667569399566751
201069,2,40916,1,1,2, ,2,1,1,3, ,2,2,8,2,2,2,1,2,2,2, ,4,8,2,2,2,8,1,2, ,2,2,1,2,2,2,2,2, ,1,2,1,2,2,2, , , , , , ,2, , , , ,1,1,1,3,2,2,3,1,1,3,3,2,63,6,2,1, , , , ,1,2,2,1, ,2,6,3,3, ,1, , , ,R,1,42,2,1, , , , ,1,2,1,1,1,1,1,4,0,1,1,1,2,2,5,3,3,1,1,1.41176470588235,.492974325833909
201075,2,40916,1,1,2, ,2,1,1,2, ,1,1,1,2,1,2,2,1,2,1,3,2,5,2,3,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,1,3,2,1,2, , , , ,1,2,2,2,1,2,3,3,1,3,1,2,60,8,2,1, , , , ,5,1,1,3,2,3,7,2,1, ,2, , , ,S,3,24,2,1, , , , ,1,1,1,1,1,1,1,3,1,2,3,2,3,3,5,3,1,0,1,1.14705882352941,.400541639740051
201088,2,40916,1,1,1, ,1,1,1,1, ,1,1,1,1,2,1,2,2,1,3,3,2,3,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,3,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,1,2,3,3,2,2,2,3,2,1,72,6,2,1, , , , ,1,2,2,2, ,3,6,2,2, ,2, , , ,R,3,45,1,1, , , , ,1,1,1,1,1,1,1,5,0,2,4,2,3,3,6,3,2,0,1,1.20588235294118,.421082236649797
201092,2,40916,1,1,2, ,2,1,1,1, ,1,2,1,1,1,1,1,1,1,2, ,4,1,1,1,2,2,2,2, ,2,2,1,2,1,2,1,2,3,2,2,1,2,2,1, ,1,2,3,1,2,2, , , , ,1,1,4,1,1,2,1,2,1,1,1,1,48,8,1,7, , , ,3,1,1,1,3,2,3,8,5,4, ,1, , , ,U,4,6,5,7, , , , ,1,1,5,3,4,3,1,2,1,2,3,3,2,2,4,3,3,1,1,2.32352941176471,.811353577934975
201094,2,40916,1,1,2, ,2,1,1,2, ,1,2,1,2,2,1,2,1,1,1, ,1,1,1,1,2,2,2,2, ,2,2,1,1,2,2,2,2,2,1,1,2,1,2,1, ,2, ,4,3,2,1,2,2, ,2,2,1,3,1,1,1,3,3,3,3,2,2,22,3,1,1, , , ,1,2,1,1,2, ,1,98,4,2, ,2, , , ,U,3,48,4,1, , , , ,1,1,1,3,3,3,1,1,2,2,4,2,3,3,1,1,2,0,1,4.70588235294118,1.6432477527797
201108,2,40916,1,1,2, ,2,1,1,1, ,1,1,2,2,1,2,1,2,2,1,2,3,2,1,3,2,2,2,2,2,1,2,1,1,2,2,2,2,8,2,1,2,2,1,2,1,1,4,2,2,1,1,2,2,1,2,2,2,2,2,1,2,3,3,8,2,2,1,53,3,1,7, , , ,3,1,1,1,5,2,3,8,3,2, ,2, , , ,U,4,41,4,7, , , , ,1,1,5,3,4,3,1,3,1,2,9,2,3,3,4,1,2,0,1,4.73529411764706,1.65351805123457
201121,2,42116,1,1,2, ,2,1,1,2, ,1,1,1,2,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2, ,2,2,2,2,2,2,2,2, ,3,1,2,1,2,2,1,1,2,2,2,1,1,2,2,3,3,2,2,2,25,8,2,1, , , , ,6,2,1,2, ,5,1,1, , ,2, , , ,U,4,6,5,1, , , , ,1,1,1,1,1,1,1,1,0,2,5,1,3,3,2,3,1,0,1,3.14705882352941,1.09892193467142
201123,2,50316,1,1,1, ,2,2,2, , ,2, , , , , , ,4,3, , ,4,4,4,2,2,8,1, , ,8,1, , , , , , , , , , , , , , , , , , , , , , , , ,9,2,2,3,3,2,3,2,2,3,3,2,78,1,2,1, , , , ,5,2,3,1, ,3,2,2,2, ,1, , , ,U,3,51,5,1, , , , ,0,2,1,1,1,1,1,5,0,1,2, ,2,2,6,1,2,1,1,3.29411764705882,1.15027342694579
201127,2,40916,1,1,1, ,1,1,1,2, ,1,1,1,1,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,8,9,1,1,2,1,1,1,1,3,1,1,8,2, , , , ,1,2,1,4,3,4,3,3,8,3,3,2,50,3,2,5, , , , ,3,2,2,4,9,4,4,3,3, ,2, , , ,S,4,53,3,5, , , , ,1,1,5,4,5,5,1,2,0,9,9,2,3,3,4,1,3,0,1,5.91176470588235,2.06432998942949
201128,2,40916,1,1,2, ,2,1,1,1, ,1,1,1,1,1,1,1,2,2,2,2,4,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2, ,2,1,1,1,1,1,1,2, ,1,1,1,1,1,1,1,1,2,1,1,4,4,2,1,2,1,3,1,2,62,3,2,1, , , , ,1,2,1,1, ,1,8,2,2, ,1, , , ,S,2,17,4,1, , , , ,1,1,1,1,1,1,1,4,0,1,1,1,2,2,5,1,2,1,1,3.23529411764706,1.12973283003604
201134,2,40916,1,1,2, ,2,1,2,5, ,8,2,2,2,2,2,2,2,1,5, ,3,5,5,3,2,2,2,2, ,2,2,1,2,2,2,2,2, ,2,2,2,2,2,2, , , , , , ,2, , , , ,3,2,2,2,2,2,3,2,1,3,3,2,68,4,2,1, , , , ,3,2,3,2, ,5,2,1, , ,2, , , ,S,4,6,5,1, , , , ,1,2,1,1,1,1,1,4,0,2,5,1,3,3,6,2,1,0,1,2.35294117647059,.821623876389848
201135,2,41316,1,1,2, ,1,1,1,2, ,1,1,1,1,1,1,2,2,2,2,2,3,2,2,3,1,2,1,1,2,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,4,3,2,2,1,1,2,1,1,1,2,2,1,1,2,2,3,1,2,2,1,56,8,1,1, , , ,1,1,2,1,3,2,3,8,2,2, ,1, , , ,U,2,39,4,1, , , , ,1,1,1,3,3,3,1,3,0,2,3,4,2,2,5,3,2,1,1,1,.349190147465685
201136,2,40916,1,1,2, ,1,1,2,3, ,1,2,1,1,1,1,2,1,2,2, ,3,1,2,2,1,1,1,2, ,1,1,1,1,2,2,2,2,2,1,2,1,2,2,1, ,2, ,4,3,2,2, , , , ,2,1,1,3,2,2,2,1,1,3,2,2,58,3,2,1, , , , ,1,2,3,2, ,3,6,2,2, ,1, , , ,R,2,55,1,1, , , , ,1,1,1,1,1,1,1,3,0,2,4,2,2,2,5,1,2,1,1,2.55882352941176,.89351596557396
201145,2,40916,1,1,1, ,2,1,1,1, ,1,1,2,2,2,2,1,1,8,4,4,1,1,2,3,2,2,1,2,2,2,2,1,2,2,2,2,2, ,1,1,2,8,2,2,1,1,1,2,1,2,2, , , , ,2,2,4,1,1,1,3,3,2,3,3,1,39,2,2,1, , , , ,4,2,3,3,8,8,2,2,1, ,2, , , ,U,3,48,2,1, , , , ,1,1,1,1,1,1,1,2,1,9,3,1,3,3,3,1,1,0,1,4.17647058823529,1.45838238059198
201150,2,41016,1,1,2, ,2,1,1,2, ,1,1,1,2,1,1,1,4,4,4,4,4,3,4,2,2,1,1,2,2,1,2,1,2,2,1,2,2,4,2,1,2,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,1,1,8,2,4,3,3,1,2,2,1,52,6,1,1, , , ,1,1,1,3,1, ,1,9,4,2, ,2, , , ,S,3,12,4,1, , , , ,1,1,1,3,3,3,1,3,2,1,1,2,3,3,4,3,2,0,1,1.58823529411765,.554596116563147
201151,2,41016,1,1,1, ,1,1,1,1, ,1,1,1,1,1,1,2,2,4,2,4,2,2,4,2,2,1,2,2,2,2,2,2,1,2,2,2,2, ,2,1,1,1,2,1,2,1,5,3,2,2,1,2,2,1,1,1,3,3,1,1,1,3,3,2,3,2,2,72,6,2,1, , , , ,3,2,2,2, ,5,4,1, , ,2, ,SECURITY QUESTIONS, ,U,1,25,4,1, , , , ,1,1,1,1,1,1,1,5,0,2,5,1,3,3,6,3,1,0,1,1.58823529411765,.554596116563147
201156,2,41016,1,1,1, ,2,1,1,2, ,1,1,1,2,2,2,2,3,8,2,3,3,5,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2, ,2,2,2,2,2,1,2,2, ,5,3,2,2, , , , ,1,2,2,3,3,4,3,3,3,3,3,2,65,3,2,1, , , , ,3,2,1,3,8,3,3,1, , ,2, , , ,U,3,1,2,1, , , , ,1,1,1,1,1,1,1,4,0,9,3,1,3,3,6,1,1,0,1,2.82352941176471,.985948651667817
201162,2,41016,1,1,2, ,2,1,1,1, ,1,1,1,2,2,1,1,1,2,1,3,2,2,2,3,2,2,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,1,2,1,2,1,4,1,1,2,1,2,2,2,1,2,2,2,3,2,4,3,3,1,2,2,2,31,4,2,1, , , , ,2,1,1,3,1,3,4,3,2, ,2, , , ,S,3,48,2,1, , , , ,1,1,1,1,1,1,1,1,1,1,3,2,3,3,2,2,2,0,1,4.47058823529412,1.56108536514071
201173,2,42116,1,1,2, ,2,2,2, , ,8, , , , , , ,4,4, , ,4,4,4,1,1,1,1, , ,1,2, , , , , , , , , , , , , , , , , , , , , , , , ,1,3,2,4,4,3,3,3,2,3,3,2,70,4,2,5, , , , ,1,2,3,2, ,2,4,2,2, ,2, , , ,S,4,6,1,5, , , , ,0,2,5,4,5,5,1,4,0,2,4, ,3,3,6,2,2,0,1,3.29411764705882,1.15027342694579
201174,2,41016,1,1,2, ,2,1,2,2, ,1,2,2,2,2,2,1,2,2,1, ,3,2,2,2,2,2,1,2, ,2,2,2,1,2,2,2,2, ,1,2,1,2,2,2, ,2, ,4,2,2,2, , , , ,3,2,2,2,2,8,3,3,1,3,2,2,78,4,2,1, , , , ,1,2,1,1, ,1,8,2,2, ,1, , , ,S,3,48,4,1, , , , ,1,1,1,1,1,1,1,5,0,1,1,1,2,2,6,2,2,1,1,1.91176470588235,.667569399566751
201178,2,41016,1,1,1, ,2,2,2, , ,2, , , , , , ,4,4, , ,4,5,5,2,2,1,1, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,4,4,4,3,2,1,3,2,2,60,3,2,1, , , , ,1,2,3,1, ,2,5,2,2, ,1, , , ,S,2,29,1,1, , , , ,0,2,1,1,1,1,1,3,0,1,1, ,2,2,5,1,2,1,1,2.55882352941176,.89351596557396
201186,2,41016,1,1,2, ,2,1,1,3, ,1,2,2,1,2,2,1,4,2,4, ,4,2,4,2,2,2,2,2, ,2,2,1,2,2,2,2,2, ,2,2,1,2,2,2, ,1,9,3,2,2,2, , , , ,3,1,1,4,4,4,3,1,1,3,3,2,62,8,2,4, , , , ,3,2,3,1, ,4,1,1, , ,2, , ,MULTITUDE OF RACES,S,4,6,3,4, , , ,MULTITUDE OF RACES,1,1,4,4,5,5,1,4,0,1,2,1,3,3,5,3,1,0,1,1.91176470588235,.667569399566751
201188,2,50316,1,1,1, ,2,2,2, , ,2, , , , , , ,1,2, , ,3,9,2,2,2,2,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1,3,3,2,3,2,3,3,1,3,3,2,65,3,2,1, , , , ,3,2,3,2, ,2,2,1, , ,2, , , ,S,4,8,1,1, , , , ,0,2,1,1,1,1,1,4,0,2,4, ,3,3,6,1,1,0,1,2.55882352941176,.89351596557396
201189,2,41016,1,1,1, ,2,1,1,1, ,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,1,1,3,3,2,2,1,2,2,1,1,2,2,2,2,2,2,2,3,2,3,2,2,36,8,2,1, , , , ,1,1,1,4,8,8,7,4,3, ,2, , , ,U,4,6,1,1, , , , ,1,1,1,1,1,1,1,2,1,9,9,2,3,3,3,3,3,0,1,2.17647058823529,.760002085660609
201190,2,41016,1,1,2, ,1,1,1,2, ,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,1,2,2,4,2,2,2,1,1,2,1,1,3,3,2,2,2, , , , ,2,1,1,2,2,2,2,2,1,3,1,2,61,7,2,1, , , , ,3,2,1,2, ,4,8,1, , ,2, , , ,U,4,6,4,1, , , , ,1,1,1,1,1,1,1,3,0,2,5,3,3,3,5,3,1,0,1,1.32352941176471,.462163430469289
201209,2,41016,1,1,1, ,2,1,1,2, ,1,1,1,1,1,1,2,1,1,2,2,2,1,3,3,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,1,2,1,4,1,1,2,2, , , , ,2,2,2,3,3,2,2,3,2,3,2,1,33,4,2,1, , , , ,1,1,1,4,9,3,8,3,2, ,1, , , ,S,1,36,5,1, , , , ,1,1,1,1,1,1,1,1,1,9,9,2,2,2,2,2,2,1,1,5.41176470588235,1.88973491569665
201214,2,42016,1,1,1, ,2,1,1,2, ,1,1,1,2,1,2,2,2,2,3,3,2,2,5,1,2,2,1,1,1,2,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,1,4,2,2,2,2, , , , ,1,2,2,2,1,2,3,3,3,3,3,1,28,6,2,3, , , , ,1,2,1,3,2,3,6,2,2, ,2, , , ,U,2,17,5,3, , , , ,1,1,3,4,5,4,1,1,0,2,3,4,3,3,2,3,2,0,1,2.26470588235294,.790812981025228
201238,2,41016,1,1,1, ,2,1,1,2, ,1,1,1,2,1,1,1,2,2,3,4,2,1,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2, , , , ,2,1,2,9,3,2,3,3,1,3,1,2,29,3,2,1, , , , ,3,2,1,3,1,3,99,99,99, ,2, , , ,S,4,2,1,1, , , , ,1,1,1,1,1,1,1,1,99,1,3,2,3,3,2,1,2,0,1,4.38235294117647,1.53027446977609
201246,2,41016,1,1,2, ,1,1,1,2, ,1,1,1,1,1,2,2,1,1,2,3,3,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,9,9,2,1,1,2,2,1,1,1,3,2,3,2,2,2,1,1,3,1,2,60,6,2,1, , , , ,6,2,2,2, ,5,6,3,3, ,2, , , ,U,4,4,2,1, , , , ,1,1,1,1,1,1,1,3,0,2,5,2,3,3,5,3,3,0,1,1.11764705882353,.390271341285178
201248,2,41016,1,1,2, ,1,1,1,2, ,1,2,1,2,1,1,2,2,2,1, ,2,1,2,1,2,2,1,1, ,2,2,1,1,2,1,1,2,5,2,1,1,2,1,1, ,1,3,3,2,2,2, , , , ,2,3,3,2,2,1,2,3,2,3,2,1,24,6,2,1, , , , ,6,2,1,3,1,4,5,1, , ,2, , , ,U,3,12,4,1, , , , ,1,1,1,1,1,1,1,1,0,1,3,4,3,3,1,3,1,0,1,1.91176470588235,.667569399566751
201255,2,41016,1,1,1, ,2,1,1,2, ,1,2,1,2,1,2,1,2,2,2, ,2,5,3,2,2,2,2,2, ,2,2,1,2,2,2,2,1,1,2,1,2,2,1,1, ,1,2,3,2,2,1,2,1, ,1,2,2,2,2,2,2,3,3,1,3,3,2,25,3,2,1, , , , ,6,2,2,1, ,1,2,1, , ,2,NUMONICS, , ,U,3,51,4,1, , , , ,1,1,1,1,1,1,1,1,0,1,1,2,3,3,2,1,1,0,1,5.67647058823529,1.98216760179051
201256,2,42116,1,1,1, ,1,1,1,1, ,1,1,1,2,1,1,2,2,2,2,2,2,3,2,3,2,1,2,2,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,2,1,1,1,2,2,1,1,3,1,2,2,3,2,2,22,4,2,1, , , , ,6,2,3,1, ,2,6,4,4, ,2, , , ,S,3,12,2,1, , , , ,1,1,1,1,1,1,1,1,0,1,1,3,3,3,1,2,3,0,1,4.26470588235294,1.4891932759566
201258,2,42416,1,1,2, ,1,1,2,2, ,1,1,2,2,2,2,2,2,2,2,4,4,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2, ,2,2,2,2,2,1,2,1,2,1,1,1,1,2,2,2,2,1,1,1,4,2,3,2,2,2,3,3,1,50,6,2,1, , , , ,2,2,1,3,8,2,6,3,2, ,2, , , ,U,3,48,3,1, , , , ,1,1,1,1,1,1,1,2,1,9,3,1,3,3,4,3,2,0,1,1.70588235294118,.59567731038264
201259,2,41016,1,1,2, ,2,1,1,2, ,1,1,2,2,8,2,1,2,2,2,2,3,2,4,1,2,2,2,2,2,2,2,1,2,1,1,2,1,4,2,2,2,2,1,1,1,1,3,1,2,2,1,2,1,1,1,1,2,2,1,2,2,3,3,3,3,3,1,18,4,1,1, , , ,1,6,2,2,3,8,3,5,5,3, ,2,SAVED UNDER CONTACTS, , ,U,3,48,3,1,7, , , ,1,1,1,3,3,3,1,1,2,9,3,4,3,3,1,2,3,0,1,3.97058823529412,1.38649029140787
201260,2,41016,1,1,1, ,2,1,1,2, ,1,1,1,1,1,1,2,2,1,1,1,2,1,3,3,2,2,2,2,2,2,2,1,1,2,1,2,2,1,1,2,2,2,2,1,1,1,4,3,2,1,2, , , , ,2,1,1,4,4,4,1,1,1,2,1,1,27,3,2,1, , , , ,1,2,1,1, ,1,6,2,2, ,1, , , ,S,4,4,3,1, , , , ,1,1,1,1,1,1,1,1,0,1,1,3,2,2,2,1,2,1,1,3.41176470588235,1.19135462076528
201263,2,41016,1,1,2, ,1,1,1,2, ,1,1,1,1,2,1,1,2,8,4,4,4,2,2,2,1,1,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,1,2,1,2,1,1,3,2,2,1,2,2,1,1,1,1,1,2,2,3,3,2,1,3,3,2,66,7,2,1, , , , ,1,2,2,9,1,3,9,4,4, ,1,SECRET CODE ON PHONE, , ,U,3,48,4,1, , , , ,1,1,1,1,1,1,1,4,0,1,9,4,2,2,6,3,3,1,1,1.32352941176471,.462163430469289
